code	name	day	period	start_date	weeks	location	venue	places_available	full_fee	remitted_fee
U1WWA333C0	Table Tennis For Beginners	Thursday	Evening	23/04/2015	10	Wellingborough	Weavers Academy	14	£80.00	£23.75
U1SYV369A0	Drawing & Painting	Thursday	Morning	23/04/2015	7	Wellingborough	Sywell Village Hall	10	£75.00	£22.50
U1SYV370A0	Drawing & Painting	Thursday	Afternoon	23/04/2015	7	Wellingborough	Sywell Village Hall	11	£75.00	£22.50
U1NAC351D0	NLP - Controlling Your Diet	Thursday	Evening	23/04/2015	1	Northampton	The Northampton Academy	15	£10.00	£7.50
U1NAC377A2	Pottery - Intermediate	Thursday	Evening	23/04/2015	10	Northampton	The Northampton Academy	12	£140.00	£46.25
U1NWC401C0	Tai Chi	Friday	Afternoon	24/04/2015	10	Northampton	Wootton Community & Sport Centre	16	£55.00	£17.50
U1NCG401C2	Golf For Improvers	Friday	Afternoon	24/04/2015	10	Northampton	Collingtree Park Golf Course	12	£80.00	£23.75
U1WHC470A0	Drawing & Painting	Friday	Morning	24/04/2015	7	Wellingborough	Hemmingwell Community & Skills Centre	12	£75.00	£22.50
U1WSH478A0	Bobbin Lace Making - All Levels	Friday	Morning	24/04/2015	10	Wellingborough	Stanwick Village Hall	12	£105.00	£30.00
U1CHC410D0	Practical Pet Dog Training	Friday	Evening	24/04/2015	5	Northampton	Camp Hill Community Centre	8	£30.00	£11.25
U1SSM578A0	Drawing & Painting Day	Saturday	Morning	25/04/2015	1	South Northants - Towcester	St Michael's Church Rooms	12	£35.00	£12.50
U1TSS568A0	Mosaic: Mirror	Saturday	Morning	25/04/2015	1	South Northants	Sponne School	12	£41.00	£18.50
U1WVC506C0	Ballet Barre Body Conditioning Taster	Saturday	Afternoon	25/04/2015	1	Wellingborough	Victoria Centre	12	£10.00	£7.50
U1WCH540A0	Canapés, Finger Food And Tasty Bites	Saturday	Morning	25/04/2015	1	Wellingborough	Sir Christopher Hatton Academy	12	£35.00	£12.50
U1NBC506D0	Chakra Meditation With Essential Oils	Saturday	Afternoon	25/04/2015	1	Northampton	Abington Bowling Club	12	£10.00	£7.50
U1NBC510D0	Mindfulness - Reduce Stress Levels	Saturday	Morning	25/04/2015	1	Northampton	Abington Bowling Club	12	£30.00	£11.25
U1GNC521A0	Upholstery Traditional (4 Separate Sats)	Saturday	Morning	25/04/2015	4	South Northants	Greens Norton Community Centre	12	£125.00	£35.00
U1NCC526A1	How To Start A Cake Business	Saturday	Morning	25/04/2015	1	Northampton	Caroline Chisholm School	12	£35.00	£12.50
U1NKC570A0	Gospel Style Choir	Saturday	Morning	25/04/2015	5	Northampton	Kingsthorpe College	12	£67.50	£20.63
U1NNU000C0	Wheelchair Basketball For All	Saturday	Afternoon	25/04/2015	8	Northampton	Everdon Sports Centre University of Northampton	12	£65.00	£20.00
U1NNU565C0	Parent & Child Wheelchair Basketball	Saturday	Afternoon	25/04/2015	8	Northampton	Everdon Sports Centre University of Northampton	12	£65.00	£20.00
U1SMA548A0	Impressionism	Saturday	Morning	25/04/2015	1	Northampton	Malcolm Arnold Academy	12	£35.00	£12.50
U1BHG575C2	Golf For Improvers	Saturday	Afternoon	25/04/2015	10	Northampton	Brampton Heath Golf Club	12	£80.00	£23.75
U1BHG525C1	Golf For Beginners	Saturday	Afternoon	25/04/2015	10	Northampton	Brampton Heath Golf Club	12	£80.00	£23.75
U1WSH590B1	French Grammar 1	Saturday	Morning	25/04/2015	2	Wellingborough	Stanwick Village Hall	10	£65.00	£20.00
U1TWO502A0	Textile Mix Media Workshop	Saturday	Morning	25/04/2015	1	South Northants - Towcester	The Forum, Towcester	12	£43.00	£20.50
U1TCK533D0	Food And Mood Nutrition Tips	Saturday	Morning	25/04/2015	1	Kettering	Buccleuch Academy	15	£15.00	£11.25
U1TCK599B0	Include All Your Customers With BSL	Saturday	Morning	25/04/2015	1	Kettering	Buccleuch Academy	16	£15.00	£11.25
U1NFR602C2	Ballroom And Latin For Improvers	Sunday	Evening	26/04/2015	10	Northampton	Far Cotton Recreation Centre	20	£105.00	£30.00
U1NBR600C0	Swimming - Parent And Baby	Sunday	Morning	26/04/2015	10	Northampton	Barry Road School Baths	9	£42.38	£14.35
U1NBR601C0	Swimming - Parent And Baby	Sunday	Morning	26/04/2015	10	Northampton	Barry Road School Baths	4	£42.38	£14.35
U1NBR602C1	Swimming - Parent And Child - Level 1	Sunday	Morning	26/04/2015	10	Northampton	Barry Road School Baths	2	£65.88	£20.22
U1NBR603C2	Swimming - Parent And Child - Level 2	Sunday	Morning	26/04/2015	10	Northampton	Barry Road School Baths	1	£65.88	£20.22
U1NBR604C0	Swimming - Parent And Toddler	Sunday	Morning	26/04/2015	10	Northampton	Barry Road School Baths	4	£65.88	£20.22
U1NBR605C0	Swimming - Parent And Toddler	Sunday	Morning	26/04/2015	10	Northampton	Barry Road School Baths	7	£65.88	£20.22
U1CPH601C1	Golf For Beginners	Sunday	Morning	26/04/2015	10	Corby	Priors Hall Golf Club	11	£80.00	£23.75
U1CPH602C2	Golf For Improvers	Sunday	Morning	26/04/2015	10	Corby	Priors Hall Golf Club	12	£80.00	£23.75
U1WCH082A1	Cake Decoration - Beginners	Monday	Evening	27/04/2015	7	Wellingborough	Sir Christopher Hatton Academy	12	£92.50	£26.88
U1NDP045A0	Card Making	Monday	Morning	27/04/2015	1	Northampton	The Hunsbury Hill Centre	12	£15.00	£11.25
U1NDS064A0	Absolute Beginner Cookery	Monday	Evening	27/04/2015	5	Northampton	The Duston School	12	£55.00	£17.50
U1BLM070A0	Drawing & Painting	Monday	Evening	27/04/2015	7	Kettering	Meadowside Primary School	12	£75.00	£22.50
U1NCC050A0	Indian Cookery	Monday	Evening	27/04/2015	10	Northampton	Caroline Chisholm School	12	£105.00	£30.00
U1NCC056A0	Digital Photography And Editing	Monday	Evening	27/04/2015	10	Northampton	Caroline Chisholm School	12	£105.00	£30.00
U1NCC099A1	Dressmaking Year 1 Part 3	Monday	Evening	27/04/2015	8	Northampton	Caroline Chisholm School	12	£105.00	£30.00
U1NKC070A1	Singing - Beginners	Monday	Evening	27/04/2015	10	Northampton	Kingsthorpe College	12	£105.00	£30.00
U1SMA055A0	Flower Arranging	Monday	Evening	27/04/2015	10	Northampton	Malcolm Arnold Academy	12	£105.00	£30.00
U1SMA098B1	Creative Writing - Beginners	Monday	Evening	27/04/2015	10	Northampton	Malcolm Arnold Academy	16	£105.00	£30.00
U1WCH150A0	Indian Cookery	Tuesday	Evening	28/04/2015	10	Wellingborough	Sir Christopher Hatton Academy	12	£105.00	£30.00
U1OFH170A1	Art From The Start	Tuesday	Morning	28/04/2015	7	East Northants - Oundle	Fletton House	12	£75.00	£22.50
U1NCC149D0	Hair - Vintage Hollywood Glamour 1930's	Tuesday	Evening	28/04/2015	1	Northampton	Caroline Chisholm School	10	£17.00	£13.25
U1NCC179A1	Photoshop Elements For Beginners	Tuesday	Evening	28/04/2015	10	Northampton	Caroline Chisholm School	11	£105.00	£30.00
U1NBC225D0	Reflexology - On The Hands	Wednesday	Evening	29/04/2015	1	Northampton	Abington Bowling Club	11	£10.00	£7.50
U1NCC232A3	Photoshop Elements - Advanced	Wednesday	Evening	29/04/2015	10	Northampton	Caroline Chisholm School	12	£105.00	£30.00
U1NCC256A1	Digital Photography Beginners	Wednesday	Evening	29/04/2015	10	Northampton	Caroline Chisholm School	11	£105.00	£30.00
U1NAA291B0	Plan & Write A Novel	Wednesday	Evening	29/04/2015	10	Northampton	Abington Avenue United Reformed Church	16	£105.00	£30.00
U1BXC374A0	Digital Photography And Editing	Thursday	Evening	30/04/2015	10	Northampton	Brixworth Library & Community Centre	12	£105.00	£30.00
U1HRS343C0	Stable Management - Paddock Maintenance	Thursday	Morning	30/04/2015	1	Northampton	Holcot Riding School	6	£23.25	£17.63
U1NCC343D0	Seated Massage - Acupressure Techniques	Thursday	Evening	30/04/2015	1	Northampton	Caroline Chisholm School	10	£10.00	£7.50
U1NAA598B1	Spanish Holiday Language	Saturday	Morning	02/05/2015	5	Northampton	Abington Avenue United Reformed Church	15	£55.00	£17.50
U1NCC550D0	Laughter & Well-Being Workshop	Saturday	Afternoon	02/05/2015	1	Northampton	Caroline Chisholm School	20	£10.00	£7.50
U1EBJ501C0	Tai Chi	Saturday	Morning	02/05/2015	1	Wellingborough	Earls Barton Junior School	12	£10.00	£7.50
U1TCK586B2	BSL - Improve Your Receptive Skills	Saturday	Morning	02/05/2015	1	Kettering	Buccleuch Academy	16	£15.00	£11.25
U1DGA514A0	Cake Decoration - Sugar Flowers Day	Saturday	Morning	02/05/2015	1	Daventry	Green Acres Rural Enterprises	12	£35.00	£12.50
U1WLM191B2	Egyptology - Intermediate	Tuesday	Evening	05/05/2015	5	Wellingborough	Wellingborough Museum	15	£55.00	£17.50
U1MCP190B0	Using Publisher 2013	Tuesday	Evening	05/05/2015	5	Brackley	Middleton Cheney Primary School	12	£55.00	£17.50
U1KOB161A0	Playing With Watercolour	Tuesday	Morning	05/05/2015	1	East Northants	Old Brewery Studios	12	£87.50	£25.63
U1NAC187B1	Facebook For Beginners	Tuesday	Evening	05/05/2015	3	Northampton	The Northampton Academy	12	£35.00	£12.50
U1NCC219D0	Meditation - Taoist Introduction	Wednesday	Evening	06/05/2015	1	Northampton	Caroline Chisholm School	12	£10.00	£7.50
U1NOP202D0	Anti Ageing Face Massage	Wednesday	Evening	06/05/2015	1	Northampton	Overstone Park	10	£10.00	£7.50
U1HRS363C0	Stable Management - Diet And Feeding	Thursday	Morning	07/05/2015	1	Northampton	Holcot Riding School	6	£23.25	£17.63
U1RWM484B0	Singing German Folk Songs	Friday	Afternoon	08/05/2015	1	Wellingborough - Others	The Meeting Place	12	£15.00	£11.25
U1NWM501D0	Colour Style and Image Review	Saturday	Morning	09/05/2015	1	Northampton	The Four Pears	10	£60.00	£25.00
U1NWM509D0	Lava Shell Massage	Saturday	Morning	09/05/2015	1	Northampton	Abington Bowling Club	8	£15.00	£11.25
U1TMB570A0	Wine Tasting Experience Day (Inc Lunch)	Saturday	Morning	09/05/2015	1	South Northants - Towcester	Towcester Mill Brewery	12	£60.00	£37.08
U1WLM581B1	German Holiday Language	Saturday	Morning	09/05/2015	1	Wellingborough	Wellingborough Museum	16	£35.00	£12.50
U1NCW505C1	An Introduction To Wakeboarding	Saturday	Morning	09/05/2015	1	Northampton	Club Wake Park	12	£29.50	£14.50
U1OFH572A0	Drawing Day	Saturday	Morning	09/05/2015	1	East Northants - Oundle	Fletton House	12	£35.00	£12.50
U1OTH592B0	Astronomy For Beginners	Saturday	Morning	09/05/2015	1	East Northants	The Talbot Hotel	10	£32.00	£9.08
U1NDS548A0	Indian Cookery Experience Day	Saturday	Morning	09/05/2015	1	Northampton	The Duston School	12	£35.00	£12.50
U1NCC515A0	Design A Wedding Cake	Saturday	Morning	09/05/2015	1	Northampton	The Duston School	12	£65.00	£42.50
U1NCC517D0	Face Painting - Disco Diva Neon	Saturday	Morning	09/05/2015	1	Northampton	Caroline Chisholm School	10	£33.00	£14.25
U1NCC521C2	Cycling - Beyond The Basics	Saturday	Morning	09/05/2015	1	Northampton	Caroline Chisholm School	6	£10.00	£7.50
U1NCC523C1	Cycling For Beginners - The First Steps	Saturday	Afternoon	09/05/2015	1	Northampton	Caroline Chisholm School	6	£10.00	£7.50
U1NCC540D0	Active Listening	Saturday	Morning	09/05/2015	1	Northampton	Caroline Chisholm School	12	£30.00	£11.25
U1NCC541D0	Indian Head Massage - Introduction	Saturday	Morning	09/05/2015	1	Northampton	Caroline Chisholm School	12	£30.00	£11.25
U1SMA547A1	Abstract Paintings Introduction	Saturday	Morning	09/05/2015	1	Northampton	Malcolm Arnold Academy	12	£35.00	£12.50
U1CBW583B2	BSL - Improve Your Productive Skills	Saturday	Morning	09/05/2015	1	Corby	Brooke Weston	16	£15.00	£11.25
U1SMA549A0	Life Drawing Day	Saturday	Morning	09/05/2015	1	Northampton	Malcolm Arnold Academy	12	£55.00	£32.50
U1TTF581B1	Taster In Sign Language	Saturday	Morning	09/05/2015	1	South Northants - Towcester	The Forum, Towcester	12	£35.00	£12.50
U1TTF591A1	Digital Photography For Beginners Day	Saturday	Morning	09/05/2015	1	South Northants - Towcester	The Forum, Towcester	12	£35.00	£12.50
U1OBR501D0	Aromatherapy Back Massage	Saturday	Morning	09/05/2015	1	East Northants - Oundle	Beauty with Ruth	8	£30.00	£11.25
U1OMC595B0	Creative Writing Beginners	Saturday	Morning	09/05/2015	1	East Northants	Oundle and Kings Cliffe Middle School	16	£35.00	£12.50
U1NAC517D0	Autism/Asperger's Syndrome - What Is It?	Saturday	Morning	09/05/2015	1	Northampton	The Northampton Academy	15	£30.00	£11.25
U1NAC571A0	Teatime Temptation	Saturday	Morning	09/05/2015	1	Northampton	The Northampton Academy	12	£35.00	£12.50
U1NAC577A1	Pottery Introduction	Saturday	Morning	09/05/2015	2	Northampton	The Northampton Academy	11	£70.00	£25.00
U1NBC070D2	First Aid At Work Certificate - Level 2	Monday	Morning	11/05/2015	1	Northampton	Abington Bowling Club	9	£62.50	£34.38
U1MCP090B1	Start Using A Computer	Monday	Evening	11/05/2015	5	Brackley	Middleton Cheney Primary School	12	£55.00	£17.50
U1NBC100D0	Make-Up - 5, 10, 15 Minute Make Up	Tuesday	Morning	12/05/2015	1	Northampton	Abington Bowling Club	10	£10.00	£7.50
U1KOB152A0	Moving Animals	Tuesday	Morning	12/05/2015	1	East Northants	Old Brewery Studios	12	£87.50	£25.63
U1KBA219D0	Natural Solutions To Arthritic Condition	Wednesday	Evening	13/05/2015	1	Kettering	Buccleuch Academy	15	£10.00	£7.50
U1NWM333D0	Japanese Face Massage - Introduction	Thursday	Evening	14/05/2015	1	Northampton	Abington Bowling Club	10	£10.00	£7.50
U1HRS383C0	Stable Management - Loading & Travelling	Thursday	Morning	14/05/2015	1	Northampton	Holcot Riding School	6	£23.25	£17.63
U1NCC335D0	Chinese Tea Ceremony Experience	Thursday	Evening	14/05/2015	1	Northampton	Caroline Chisholm School	16	£12.00	£9.50
U1CBW301D0	Indian Head Massage - Introduction	Thursday	Evening	14/05/2015	1	Corby	Brooke Weston	12	£10.00	£7.50
U1NWM530D0	Swedish Body Massage -  Introduction	Saturday	Morning	16/05/2015	1	Northampton	Abington Bowling Club	8	£30.00	£11.25
U1WCH598B0	Buying And Selling On Ebay	Saturday	Morning	16/05/2015	1	Wellingborough	Sir Christopher Hatton Academy	8	£30.00	£11.25
U1NBC511D0	Sensory Herbs For Wellbeing/Relaxation	Saturday	Morning	16/05/2015	1	Northampton	Abington Bowling Club	12	£10.00	£7.50
U1OTH583B1	German Holiday Language	Saturday	Morning	16/05/2015	1	East Northants	The Talbot Hotel	16	£35.00	£12.50
U1OFH530A0	Still Life Painting In Oils And Acrylics	Saturday	Morning	16/05/2015	1	East Northants - Oundle	Fletton House	12	£40.00	£17.50
U1NDS559A1	Novelty Cake Making For Beginners	Saturday	Morning	16/05/2015	1	Northampton	The Duston School	12	£35.00	£12.50
U1BSP570A0	Taking Images - People, Places & Things	Saturday	Morning	16/05/2015	1	Brackley	The Hub Youth Cafe	12	£35.00	£12.50
U1TTF594B1	Creative Writing - Writing Genres	Saturday	Morning	16/05/2015	1	South Northants - Towcester	The Forum, Towcester	16	£35.00	£12.50
U1NDC570A0	Watercolour Portraits (One Day)	Saturday	Morning	16/05/2015	1	Northampton	St Lukes Centre	12	£45.00	£22.50
U1KBA519A0	Novelty Cake Decoration Day	Saturday	Morning	16/05/2015	1	Kettering	Buccleuch Academy	12	£48.00	£25.50
U1GRH588B0	Just For Fun Basic British Sign Language	Saturday	Morning	16/05/2015	1	Wellingborough - Others	Grendon Hall	16	£15.00	£11.25
U5NWM607D0	Reiki With Crystals	Sunday	Morning	17/05/2015	1	Northampton	Abington Bowling Club	10	£32.00	£9.08
U1WLM001A0	Basic Floristry	Monday	Morning	18/05/2015	1	Wellingborough	Wellingborough Museum	12	£41.00	£18.50
U1BCC087B1	A Basic Intro To British Sign Language	Monday	Morning	18/05/2015	5	Kettering	Burton Latimer Civic Centre	16	£55.00	£17.50
U1KBA081B1	A Basic Intro To British Sign Language	Monday	Evening	18/05/2015	5	Kettering	Buccleuch Academy	16	£55.00	£17.50
U1NBC117C1	Bowls For Beginners	Tuesday	Afternoon	19/05/2015	5	Northampton	Abington Bowling Club	12	£42.50	£14.38
U1KOB153A0	Printmaking	Tuesday	Morning	19/05/2015	1	East Northants	Old Brewery Studios	12	£87.50	£25.63
U1NCW301C1	Wakeboarding For Beginners And Improvers	Thursday	Evening	21/05/2015	5	Northampton	Club Wake Park	16	£126.25	£88.75
U1NAC323D0	Natural Solutions To Digestive Disorders	Thursday	Evening	21/05/2015	1	Northampton	The Northampton Academy	15	£10.00	£7.50
U1NAC352D0	NLP - Goal Setting	Thursday	Evening	21/05/2015	1	Northampton	The Northampton Academy	15	£10.00	£7.50
U1OFH400A0	Hand Embroidery	Friday	Morning	22/05/2015	1	East Northants - Oundle	Fletton House	12	£43.00	£20.50
U1NWM506D0	Massage - Less Strain More Gain	Saturday	Morning	23/05/2015	1	Northampton	Abington Bowling Club	10	£30.00	£11.25
U1OFH580A0	Printmaking	Saturday	Morning	23/05/2015	1	East Northants - Oundle	Fletton House	12	£45.00	£22.50
U1OFH550A1	Silk Painting For Beginners	Saturday	Morning	23/05/2015	1	East Northants - Oundle	Fletton House	12	£45.00	£22.50
U1NDS567A0	Sushi	Saturday	Morning	23/05/2015	1	Northampton	The Duston School	12	£35.00	£31.25
U1NDS599B0	Get Your Website Found	Saturday	Morning	23/05/2015	1	Northampton	The Duston School	12	£35.00	£12.50
U1NCC519C1	Cycling - Confidence On The Road	Saturday	Morning	23/05/2015	3	Northampton	Caroline Chisholm School	6	£35.00	£12.50
U1NCC521A0	Photoshop Elements Day	Saturday	Morning	23/05/2015	1	Northampton	Caroline Chisholm School	12	£35.00	£12.50
U1NCC522C2	Cycling - Beyond The Basics	Saturday	Afternoon	23/05/2015	1	Northampton	Caroline Chisholm School	6	£10.00	£7.50
U1FGA589A0	Sculpture - Mould Making And Casting	Saturday	Morning	23/05/2015	2	South Northants	Green Acres Farm Studio	12	£105.00	£60.00
U1SMA543A0	Flower Arranging - Sympathy Designs	Saturday	Morning	23/05/2015	1	Northampton	Malcolm Arnold Academy	12	£75.00	£52.50
U1CBW580A1	Plumbing - Basics	Saturday	Morning	23/05/2015	1	Corby	Brooke Weston	12	£45.00	£22.50
U1TTF503D0	Threading - Removing Hair With Cotton	Saturday	Afternoon	23/05/2015	1	South Northants - Towcester	The Forum, Towcester	12	£15.00	£11.25
U1DWL501C1	Archery For Beginners	Saturday	Morning	23/05/2015	1	Kettering	West Lodge Rural Centre	20	£35.00	£12.50
U1NNC602C1	Kayaking For Beginners	Sunday	Afternoon	24/05/2015	6	Northampton	Nene Whitewater Centre	12	£75.00	£41.25
U1EBJ602C0	Tai Chi	Sunday	Morning	24/05/2015	1	Wellingborough	Earls Barton Junior School	12	£10.00	£7.50
U1NBC300D0	Make-Up - Mother And Daughter	Thursday	Morning	28/05/2015	1	Northampton	Abington Bowling Club	10	£10.00	£7.50
U1HRS393C0	Stable Management-Treating Cuts & Wounds	Thursday	Morning	28/05/2015	1	Northampton	Holcot Riding School	6	£23.25	£17.63
U1TCK597B0	Creative Writing Intermediate	Saturday	Morning	30/05/2015	1	Kettering	Buccleuch Academy	16	£35.00	£12.50
U1RSX090B1	German Holiday Language	Monday	Morning	01/06/2015	5	Wellingborough - Others	Saxon Hall	15	£55.00	£17.50
U1ACC056D0	Practical Pet Dog Grooming	Monday	Evening	01/06/2015	4	Northampton	Abington Community Centre	8	£25.00	£10.00
U1RFA088B1	Start To Sign	Monday	Evening	01/06/2015	4	East Northants - Rushden	Park Road Baptist Church	12	£45.00	£15.00
U1NDS093B2	Beyond Basic Computing	Monday	Evening	01/06/2015	6	Northampton	The Duston School	12	£65.00	£20.00
U1SMA099B1	Intro To Social Media For Business	Monday	Evening	01/06/2015	5	Northampton	Malcolm Arnold Academy	12	£55.00	£17.50
U1NAC001D0	Hair - Plaiting And Braiding	Monday	Evening	01/06/2015	1	Northampton	The Northampton Academy	10	£12.50	£9.38
U1NAC099D0	Introduction To Counselling Skills	Monday	Evening	01/06/2015	1	Northampton	The Northampton Academy	12	£10.00	£7.50
U1HRS105C2	Learn To Ride A Horse - Improvers	Tuesday	Afternoon	02/06/2015	5	Northampton	Holcot Riding School	5	£120.00	£50.00
U1KOB141A0	Landscape 1	Tuesday	Morning	02/06/2015	1	East Northants	Old Brewery Studios	12	£87.50	£25.63
U1NCC137D0	Threading - Removing Hair With Cotton	Tuesday	Evening	02/06/2015	1	Northampton	Caroline Chisholm School	12	£15.00	£11.25
U1NCC510D0	Make Up - Period Styles	Tuesday	Evening	02/06/2015	6	Northampton	Caroline Chisholm School	10	£95.00	£27.50
U1NSD100C0	Personal Safety For Women And Girls	Tuesday	Morning	02/06/2015	1	Northampton	Spencer Dallington Community Centre	14	£25.00	£10.00
U1HRS205C1	Learn To Ride A Horse - Beginners	Wednesday	Afternoon	03/06/2015	5	Northampton	Holcot Riding School	5	£120.00	£50.00
U1NCC226D0	Meditation - Taoist Techniques 4 Weeks	Wednesday	Evening	03/06/2015	4	Northampton	Caroline Chisholm School	12	£25.00	£10.00
U1NCC296B0	Design & Create A Website	Wednesday	Evening	03/06/2015	5	Northampton	Caroline Chisholm School	12	£55.00	£17.50
U1RSX290B0	German For Business	Thursday	Evening	04/06/2015	5	Wellingborough - Others	Saxon Hall	15	£55.00	£17.50
U1HRS315C1	Learn To Ride A Horse - Beginners	Thursday	Afternoon	04/06/2015	5	Northampton	Holcot Riding School	5	£120.00	£50.00
U1HRS397C0	Stable Management-Tacking Up & Equipment	Thursday	Morning	04/06/2015	1	Northampton	Holcot Riding School	6	£23.25	£17.63
U1CDL397B0	Confidence With My Windows 8.1 Laptop	Thursday	Morning	04/06/2015	5	Corby	Danesholme Library	8	£55.00	£17.50
U1KHR301D0	Colour Style and Image Review	Thursday	Morning	04/06/2015	1	Wellingborough	Knuston Hall	8	£60.00	£25.00
U1SMA390B1	How To Use The Internet For Beginners	Thursday	Evening	04/06/2015	3	Northampton	Malcolm Arnold Academy	12	£35.00	£12.50
U1SMA393B0	Start A Small Business	Thursday	Evening	04/06/2015	5	Northampton	Malcolm Arnold Academy	12	£55.00	£17.50
U1HRS404C2	Learn To Ride A Horse - Improvers	Friday	Morning	05/06/2015	5	Northampton	Holcot Riding School	5	£120.00	£50.00
U1CHC405D0	Trick Training For Dogs	Friday	Evening	05/06/2015	4	Northampton	Camp Hill Community Centre	7	£25.00	£10.00
U1TSS570A1	Plumbing - Basics	Saturday	Morning	06/06/2015	1	South Northants	Sponne School	12	£45.00	£22.50
U1WCH569A0	Cook With Your Tots - Healthy Treats	Saturday	Morning	06/06/2015	1	Wellingborough	Sir Christopher Hatton Academy	12	£10.00	£7.50
U1WWR570A0	Silver Jewellery - One Day Workshop	Saturday	Morning	06/06/2015	1	Wellingborough	Wrenn School	12	£55.00	£32.50
U1OFH570A0	Digital Photography And Editing Day	Saturday	Morning	06/06/2015	1	East Northants - Oundle	Fletton House	12	£35.00	£12.50
U1NDS560A0	Digital Music Creation	Saturday	Morning	06/06/2015	1	Northampton	The Duston School	12	£32.00	£9.08
U5NCC539D0	Reiki - Introduction	Saturday	Afternoon	06/06/2015	1	Northampton	Caroline Chisholm School	12	£13.00	£13.00
U1LBC598B0	Creative Writing - Short Stories	Saturday	Morning	06/06/2015	1	Daventry	Long Buckby Community Centre	16	£35.00	£12.50
U5NAC532A	Workshop Access - Pottery	Saturday	Morning	06/06/2015	2	Northampton	The Northampton Academy	12	£65.00	£65.00
U1TTF501D0	Henna Painting Techniques	Saturday	Afternoon	06/06/2015	1	South Northants - Towcester	The Forum, Towcester	10	£15.00	£11.25
U1TCK560D1	Simple Make-Up Techniques For Beginners	Saturday	Morning	06/06/2015	1	Kettering	Buccleuch Academy	10	£30.00	£11.25
U1CTS511A0	Novelty Cake Decoration Day	Saturday	Morning	06/06/2015	1	Corby	Corby Technical School	12	£48.00	£25.50
U1DCC570A0	Taking Images - People, Places & Things	Saturday	Morning	06/06/2015	1	Daventry	Daventry Methodist Church Rooms	12	£35.00	£12.50
U1NCC076D0	Introduction To Cat Behaviour	Monday	Evening	08/06/2015	1	Northampton	Caroline Chisholm School	12	£10.00	£7.50
U1KOB151A0	Drawing	Tuesday	Morning	09/06/2015	1	East Northants	Old Brewery Studios	12	£107.50	£45.63
U1NBC515D0	Meditation, Relaxation & Breathing Tech	Saturday	Morning	13/06/2015	1	Northampton	Abington Bowling Club	12	£30.00	£11.25
U1NLI572C0	Tai Chi - Fan Form Taster - New	Saturday	Morning	13/06/2015	1	Northampton	Limelight Theatre School	12	£9.00	£5.00
U1WWR501A0	Flower Arranging	Saturday	Morning	13/06/2015	1	Wellingborough	Wrenn School	12	£41.00	£18.50
U1WWR587A0	Woodcarving Workshop	Saturday	Morning	13/06/2015	1	Wellingborough	Wrenn School	12	£35.00	£12.50
U1NDS534A0	Gravity Defying Cake! New Craze!	Saturday	Morning	13/06/2015	1	Northampton	The Duston School	12	£50.00	£27.50
U1NCC591B1	EBooking For Beginners	Saturday	Morning	13/06/2015	1	Northampton	Caroline Chisholm School	12	£35.00	£12.50
U1NCC520D0	Glowing Skin Homemade Face Masks	Saturday	Morning	13/06/2015	1	Northampton	Caroline Chisholm School	10	£33.00	£14.25
U1NCC528A0	Cake Decoration - Sugar Flowers Day	Saturday	Morning	13/06/2015	1	Northampton	Caroline Chisholm School	12	£35.00	£12.50
U1NCC531A1	Digital Photography For Beginners Day	Saturday	Morning	13/06/2015	1	Northampton	Caroline Chisholm School	12	£35.00	£12.50
U1NCC563A0	Feltwork - Nuno Felting	Saturday	Morning	13/06/2015	1	Northampton	Caroline Chisholm School	12	£45.00	£22.50
U1CBW591B1	Astrophotography For Beginners	Saturday	Morning	13/06/2015	1	Corby	Brooke Weston	10	£35.00	£12.50
U1TTF505D0	Personal Beauty Care	Saturday	Morning	13/06/2015	1	South Northants - Towcester	The Forum, Towcester	10	£30.00	£11.25
U1TWO570A0	Taking Images - People, Places & Things	Saturday	Morning	13/06/2015	1	South Northants - Towcester	The Forum, Towcester	12	£35.00	£12.50
U1NAC555A0	Get Trim For Summer (Low Fat High Gl)	Saturday	Morning	13/06/2015	1	Northampton	The Northampton Academy	12	£35.00	£12.50
U1EBY501A0	Digital Photography And Editing Day	Saturday	Morning	13/06/2015	1	Wellingborough - Others	Grendon Hall	12	£35.00	£12.50
U1NBC601D0	Getting To Know Your Energy/Chakras	Sunday	Afternoon	14/06/2015	1	Northampton	Abington Bowling Club	10	£10.00	£7.50
U1NAC059D0	Beautiful Nails - Nail Art For Summer	Monday	Evening	15/06/2015	1	Northampton	The Northampton Academy	10	£10.00	£7.50
U1NCB115D0	Chakra Meditation With Essential Oils	Tuesday	Evening	16/06/2015	1	Northampton	Abington Bowling Club	12	£10.00	£7.50
U1NCC153D0	Make-Up Special Effect-Fight Make Up	Tuesday	Evening	16/06/2015	1	Northampton	Caroline Chisholm School	10	£13.00	£10.50
U1KOB155A0	Life Class	Tuesday	Morning	16/06/2015	1	East Northants	Old Brewery Studios	12	£107.50	£45.63
U1WLM297B0	Egyptian Religion & Philosophy	Wednesday	Evening	17/06/2015	5	Wellingborough	Wellingborough Museum	15	£55.00	£17.50
U1DCC200A0	Crafternoons	Wednesday	Afternoon	17/06/2015	4	Daventry	Daventry Community Centre	12	£50.00	£20.00
U1DCC201A0	Drawing With Pencil & Charcoal	Wednesday	Morning	17/06/2015	4	Daventry	Daventry Community Centre	12	£41.00	£10.44
